Category,Rating,Reviews,Type
BEAUTY,4.6,184,Free
BEAUTY,3.8,9,Free
BEAUTY,4.0,364,Free
BEAUTY,4.3,18,Free
BEAUTY,4.5,473,Free
BEAUTY,4.1,66,Free
BEAUTY,3.7,3871,Free
BEAUTY,4.7,257,Free
BEAUTY,4.2,62,Free
BOOKS_AND_REFERENCE,4.6,2914724,Free
BOOKS_AND_REFERENCE,4.5,1857,Free
BOOKS_AND_REFERENCE,4.6,4478,Free
BOOKS_AND_REFERENCE,4.4,577550,Free
BOOKS_AND_REFERENCE,4.2,814080,Free
BOOKS_AND_REFERENCE,4.5,246315,Free
BOOKS_AND_REFERENCE,4.5,454060,Free
BOOKS_AND_REFERENCE,4.5,155446,Free
BOOKS_AND_REFERENCE,4.5,418,Free
BOOKS_AND_REFERENCE,4.4,22486,Free
BOOKS_AND_REFERENCE,4.5,203130,Free
BOOKS_AND_REFERENCE,4.6,1435,Free
BOOKS_AND_REFERENCE,4.8,116507,Free
BOOKS_AND_REFERENCE,3.9,1433233,Free
BOOKS_AND_REFERENCE,4.6,90468,Free
BOOKS_AND_REFERENCE,4.2,860,Free
BOOKS_AND_REFERENCE,4.1,363934,Free
BOOKS_AND_REFERENCE,4.7,967,Free
BOOKS_AND_REFERENCE,4.2,87873,Free
BOOKS_AND_REFERENCE,4.3,17506,Free
BOOKS_AND_REFERENCE,3.3,1862,Free
BOOKS_AND_REFERENCE,4.6,2084,Free
BOOKS_AND_REFERENCE,4.8,47303,Free
BOOKS_AND_REFERENCE,4.7,19080,Free
BOOKS_AND_REFERENCE,4.1,85842,Free
BOOKS_AND_REFERENCE,4.6,7831,Free
BOOKS_AND_REFERENCE,4.1,91615,Free
BOOKS_AND_REFERENCE,4.6,4620,Free
BOOKS_AND_REFERENCE,4.7,21336,Free
BOOKS_AND_REFERENCE,4.5,26875,Free
BOOKS_AND_REFERENCE,3.9,1778,Free
BOOKS_AND_REFERENCE,4.4,2709,Free
BOOKS_AND_REFERENCE,4.3,64513,Free
BOOKS_AND_REFERENCE,4.2,8342,Free
BOOKS_AND_REFERENCE,4.5,527,Free
BOOKS_AND_REFERENCE,4.4,1322,Free
BOOKS_AND_REFERENCE,3.4,1680,Free
BOOKS_AND_REFERENCE,4.9,2739,Free
BOOKS_AND_REFERENCE,4.6,1065,Free
BOOKS_AND_REFERENCE,4.4,233757,Free
BOOKS_AND_REFERENCE,4.4,8788,Free
BOOKS_AND_REFERENCE,4.4,51269,Free
BOOKS_AND_REFERENCE,4.4,30105,Free
BOOKS_AND_REFERENCE,3.5,156,Free
BOOKS_AND_REFERENCE,4.4,341157,Free
BUSINESS,4.1,16129,Free
BUSINESS,4.3,674730,Free
BUSINESS,4.4,1254730,Free
BUSINESS,4.3,85185,Free
BUSINESS,4.3,32584,Free
BUSINESS,4.1,217730,Free
BUSINESS,4.4,70991,Free
BUSINESS,4.3,1002861,Free
BUSINESS,3.9,16589,Free
BUSINESS,4.8,148945,Free
BUSINESS,4.5,4458,Free
BUSINESS,4.4,62272,Free
BUSINESS,4.0,8941,Free
BUSINESS,4.3,46353,Free
BUSINESS,4.0,1279184,Free
BUSINESS,4.2,88073,Free
BUSINESS,4.5,67000,Free
BUSINESS,4.2,159872,Free
BUSINESS,4.2,30847,Free
BUSINESS,4.6,188841,Free
BUSINESS,4.1,11622,Free
BUSINESS,4.6,95912,Free
BUSINESS,3.1,4034,Free
BUSINESS,3.9,45964,Free
BUSINESS,4.3,14955,Free
BUSINESS,4.1,6903,Free
BUSINESS,4.4,31614,Free
BUSINESS,4.1,23055,Free
BUSINESS,4.1,19023,Free
BUSINESS,4.5,207372,Free
BUSINESS,4.4,1225,Free
BUSINESS,4.4,380837,Free
BUSINESS,4.3,10600,Free
BUSINESS,4.4,74359,Free
BUSINESS,4.6,822,Free
BUSINESS,4.2,80805,Free
BUSINESS,4.4,2287,Free
BUSINESS,4.7,4162,Free
BUSINESS,3.8,14760,Free
BUSINESS,3.9,23243,Free
BUSINESS,4.3,8978,Free
BUSINESS,4.2,80805,Free
BUSINESS,4.4,42492,Free
BUSINESS,4.7,286897,Free
BUSINESS,4.5,103755,Free
BUSINESS,4.2,46505,Free
BUSINESS,4.7,11442,Paid
BUSINESS,4.8,10295,Paid
BUSINESS,4.2,159872,Free
BUSINESS,4.2,296,Free
BUSINESS,4.3,29313,Free
BUSINESS,4.4,70991,Free
BUSINESS,4.4,51507,Free
BUSINESS,4.1,1802,Free
BUSINESS,3.8,1383,Free
BUSINESS,4.3,23175,Free
BUSINESS,3.8,5868,Free
BUSINESS,3.5,2111,Free
BUSINESS,4.1,5448,Free
BUSINESS,4.6,4159,Free
BUSINESS,4.3,20815,Free
BUSINESS,4.5,78662,Free
BUSINESS,4.1,7149,Free
BUSINESS,4.5,3079,Free
BUSINESS,4.6,5800,Free
BUSINESS,4.0,6989,Free
BUSINESS,4.2,16422,Free
BUSINESS,4.4,108741,Free
BUSINESS,4.4,31614,Free
BUSINESS,4.0,624,Free
BUSINESS,4.2,1661,Free
BUSINESS,4.2,97702,Free
BUSINESS,4.1,308,Free
BUSINESS,4.0,6989,Free
BUSINESS,3.8,5211,Free
BUSINESS,3.9,1058,Free
BUSINESS,3.9,78172,Free
BUSINESS,4.2,159872,Free
BUSINESS,4.2,296,Free
BUSINESS,4.3,29313,Free
BUSINESS,4.4,70991,Free
BUSINESS,4.4,51507,Free
BUSINESS,4.1,1802,Free
BUSINESS,3.8,1383,Free
BUSINESS,4.3,23175,Free
BUSINESS,3.8,5868,Free
BUSINESS,3.5,2111,Free
BUSINESS,4.1,5448,Free
BUSINESS,4.6,4159,Free
BUSINESS,4.3,20815,Free
BUSINESS,4.5,78662,Free
BUSINESS,4.1,7149,Free
BUSINESS,4.5,3079,Free
BUSINESS,4.6,5800,Free
BUSINESS,4.0,6989,Free
BUSINESS,4.2,16422,Free
BUSINESS,4.3,8978,Free
BUSINESS,4.2,80804,Free
BUSINESS,4.4,42492,Free
BUSINESS,4.7,286897,Free
BUSINESS,4.5,103755,Free
BUSINESS,4.2,46505,Free
BUSINESS,4.7,11442,Paid
BUSINESS,4.8,10295,Paid
BUSINESS,4.1,217730,Free
BUSINESS,4.3,1002859,Free
BUSINESS,4.4,51510,Free
BUSINESS,4.5,413,Free
BUSINESS,4.3,23175,Free
COMICS,4.5,1013635,Free
COMICS,4.6,24005,Free
COMICS,4.7,57106,Free
COMICS,4.7,2249,Free
COMICS,4.8,516,Free
COMICS,3.9,834,Free
COMICS,4.1,1010,Free
COMICS,4.4,238970,Free
COMICS,4.6,302,Free
COMICS,4.5,438,Free
COMICS,4.7,73,Free
COMICS,4.4,39,Free
COMICS,4.5,144,Free
COMICS,3.9,2181,Free
COMICS,3.2,93965,Free
COMICS,3.2,1446,Free
COMICS,4.1,12088,Free
COMICS,4.5,314,Free
COMICS,4.2,25671,Free
COMICS,4.2,15194,Free
COMICS,3.7,22551,Free
COMICS,4.5,29839,Free
COMICS,4.6,279,Free
COMICS,4.5,564387,Free
COMICS,4.7,1677,Free
COMICS,4.4,757,Free
COMICS,3.5,115,Free
COMICS,3.3,125,Free
COMICS,4.5,9952,Free
COMICS,4.4,18814,Free
COMICS,4.2,21,Free
COMICS,5.0,15,Free
COMICS,4.4,51981,Free
COMICS,4.7,3596,Free
COMICS,4.4,1006,Free
COMICS,4.4,5968,Free
COMICS,4.6,4895,Free
COMMUNICATION,4.0,56642847,Free
COMMUNICATION,4.4,69119316,Free
COMMUNICATION,4.3,125257,Free
COMMUNICATION,4.3,9642995,Free
COMMUNICATION,4.4,1429035,Free
COMMUNICATION,4.3,4604324,Free
COMMUNICATION,4.0,3419249,Free
COMMUNICATION,4.3,11334799,Free
COMMUNICATION,4.3,158679,Free
COMMUNICATION,4.4,3075028,Free
COMMUNICATION,4.3,4187998,Free
COMMUNICATION,4.3,659395,Free
COMMUNICATION,4.3,4785892,Free
COMMUNICATION,4.3,66602,Free
COMMUNICATION,4.3,30209,Free
COMMUNICATION,4.0,36901,Free
COMMUNICATION,4.5,5149854,Free
COMMUNICATION,4.3,192948,Free
COMMUNICATION,3.7,99559,Free
COMMUNICATION,4.5,437674,Free
COMMUNICATION,3.9,13698,Free
COMMUNICATION,4.4,2473509,Free
COMMUNICATION,3.6,20769,Free
COMMUNICATION,4.4,36880,Free
COMMUNICATION,4.2,171031,Free
COMMUNICATION,4.4,63543,Free
COMMUNICATION,4.1,45487,Free
COMMUNICATION,4.4,615381,Free
COMMUNICATION,4.3,2451083,Free
COMMUNICATION,4.2,33053,Free
COMMUNICATION,4.2,5387333,Free
COMMUNICATION,4.4,3648120,Free
COMMUNICATION,4.4,136662,Free
COMMUNICATION,3.9,42370,Free
COMMUNICATION,4.2,781810,Free
COMMUNICATION,4.4,3128250,Free
COMMUNICATION,4.6,2083237,Free
COMMUNICATION,4.3,541389,Free
COMMUNICATION,4.3,46702,Free
COMMUNICATION,4.4,2939,Free
COMMUNICATION,3.7,13761,Free
COMMUNICATION,4.3,258556,Free
COMMUNICATION,3.9,40751,Free
COMMUNICATION,4.5,17712922,Free
COMMUNICATION,3.7,25021,Free
COMMUNICATION,4.3,27187,Free
COMMUNICATION,4.4,69119316,Free
COMMUNICATION,4.0,56646578,Free
COMMUNICATION,4.3,4785988,Free
COMMUNICATION,4.0,122498,Free
COMMUNICATION,4.3,11334973,Free
COMMUNICATION,4.0,3419433,Free
COMMUNICATION,4.1,132014,Free
COMMUNICATION,4.2,83239,Free
COMMUNICATION,4.2,594728,Free
COMMUNICATION,4.2,5387446,Free
COMMUNICATION,4.1,10484169,Free
COMMUNICATION,4.4,3128509,Free
COMMUNICATION,4.3,2451093,Free
COMMUNICATION,4.2,171031,Free
COMMUNICATION,4.4,2876500,Free
COMMUNICATION,4.2,781810,Free
COMMUNICATION,4.1,28238,Free
COMMUNICATION,4.3,335646,Free
COMMUNICATION,4.3,350154,Free
COMMUNICATION,4.5,349384,Free
COMMUNICATION,4.3,346982,Free
COMMUNICATION,4.2,244863,Free
COMMUNICATION,4.2,10790289,Free
COMMUNICATION,4.5,330761,Free
COMMUNICATION,4.3,37320,Free
COMMUNICATION,4.3,12842860,Free
COMMUNICATION,4.3,2546527,Free
COMMUNICATION,4.4,36893,Free
COMMUNICATION,4.2,15880,Free
COMMUNICATION,4.3,346980,Free
COMMUNICATION,4.3,9643041,Free
COMMUNICATION,4.4,3075118,Free
COMMUNICATION,4.6,2264916,Free
COMMUNICATION,4.3,541389,Free
COMMUNICATION,4.4,2473693,Free
COMMUNICATION,4.2,42925,Free
COMMUNICATION,4.5,5150471,Free
COMMUNICATION,4.5,2511130,Free
COMMUNICATION,4.4,3648480,Free
COMMUNICATION,4.5,17714850,Free
COMMUNICATION,4.1,13100,Free
COMMUNICATION,4.2,27156,Free
COMMUNICATION,4.1,55098,Free
COMMUNICATION,4.3,1133501,Free
COMMUNICATION,4.1,12578,Free
COMMUNICATION,4.2,10965,Free
COMMUNICATION,4.0,18247,Paid
COMMUNICATION,4.2,190613,Free
COMMUNICATION,4.2,125232,Free
COMMUNICATION,4.2,83239,Free
COMMUNICATION,4.3,11334973,Free
COMMUNICATION,4.3,72065,Free
COMMUNICATION,4.4,27540,Free
COMMUNICATION,4.2,104990,Free
COMMUNICATION,4.4,177703,Free
COMMUNICATION,4.1,17529,Free
COMMUNICATION,4.2,177263,Free
COMMUNICATION,4.8,237468,Free
COMMUNICATION,4.4,32254,Free
COMMUNICATION,4.4,483565,Free
COMMUNICATION,4.4,552441,Free
COMMUNICATION,4.0,60308,Free
COMMUNICATION,4.5,457283,Free
COMMUNICATION,4.4,93825,Free
COMMUNICATION,4.1,32283,Free
COMMUNICATION,4.2,15287,Free
COMMUNICATION,4.5,205739,Free
COMMUNICATION,4.3,14873,Free
COMMUNICATION,4.5,7820209,Free
COMMUNICATION,4.0,9498,Free
COMMUNICATION,4.3,4604483,Free
COMMUNICATION,4.3,4188142,Free
COMMUNICATION,4.2,88427,Free
COMMUNICATION,4.5,305218,Free
COMMUNICATION,4.6,183374,Free
COMMUNICATION,4.1,20901,Free
COMMUNICATION,4.0,122595,Free
COMMUNICATION,4.2,124346,Free
COMMUNICATION,4.6,837842,Free
COMMUNICATION,4.1,255,Free
COMMUNICATION,4.3,41420,Free
COMMUNICATION,4.2,44706,Free
COMMUNICATION,4.3,23707,Free
COMMUNICATION,4.0,3419513,Free
COMMUNICATION,4.3,4785988,Free
COMMUNICATION,4.2,594728,Free
COMMUNICATION,4.3,11335255,Free
COMMUNICATION,4.1,10484169,Free
COMMUNICATION,4.2,5387446,Free
COMMUNICATION,4.1,29208,Free
COMMUNICATION,4.6,191032,Free
COMMUNICATION,4.3,350154,Free
COMMUNICATION,4.2,244863,Free
COMMUNICATION,4.2,10790289,Free
COMMUNICATION,4.3,2546527,Free
DATING,4.2,1545,Paid
DATING,2.6,57,Paid
DATING,3.5,2,Paid
DATING,4.0,516801,Free
DATING,4.1,285726,Free
DATING,3.7,76646,Free
DATING,4.1,2556,Free
DATING,4.2,7779,Free
DATING,4.5,61637,Free
DATING,4.4,12632,Free
DATING,4.2,313724,Free
DATING,4.0,48845,Free
DATING,4.1,305708,Free
DATING,3.1,31320,Free
DATING,4.4,172460,Free
DATING,4.2,4195,Free
DATING,4.1,11633,Free
DATING,3.9,10212,Free
DATING,4.3,37053,Free
DATING,4.4,667,Free
DATING,3.5,13202,Free
DATING,4.0,28671,Free
DATING,3.3,1157,Free
DATING,4.5,212626,Free
DATING,4.4,222888,Free
DATING,4.1,2067,Free
DATING,3.9,1643,Free
DATING,3.9,105,Free
DATING,3.6,3414,Free
DATING,4.0,42194,Free
DATING,3.6,11806,Free
DATING,3.4,1999,Free
DATING,4.2,22544,Free
DATING,4.1,97684,Free
DATING,3.4,2519,Free
DATING,3.0,1146,Free
DATING,4.6,13046,Free
DATING,4.1,17268,Free
DATING,3.9,8722,Free
DATING,1.9,953,Free
DATING,3.5,2593,Free
DATING,2.5,5377,Free
DATING,3.9,852,Free
DATING,3.4,212,Free
DATING,3.5,1972,Free
DATING,4.4,35206,Free
DATING,3.8,5164,Free
DATING,4.2,1939,Free
DATING,2.5,277,Free
DATING,2.8,80,Free
DATING,4.1,825,Free
DATING,4.2,40035,Free
DATING,3.5,1093,Free
DATING,4.3,135418,Free
DATING,3.3,1601,Free
DATING,4.1,2212,Free
DATING,4.2,57081,Free
DATING,3.5,241,Free
DATING,4.2,63986,Free
DATING,4.4,7888,Free
DATING,4.1,535,Free
DATING,4.2,5084,Free
DATING,4.3,2430,Free
DATING,4.1,285726,Free
DATING,4.0,48845,Free
DATING,4.1,2556,Free
DATING,4.2,7779,Free
DATING,3.0,837,Free
DATING,4.4,12632,Free
DATING,4.5,61637,Free
DATING,2.5,5377,Free
DATING,4.1,11633,Free
DATING,4.2,313724,Free
DATING,4.0,738,Free
DATING,4.1,305708,Free
DATING,1.9,953,Free
DATING,3.3,4631,Free
DATING,4.4,222888,Free
DATING,4.1,17268,Free
DATING,3.8,5164,Free
DATING,4.1,4953,Free
DATING,4.2,4195,Free
DATING,4.0,28671,Free
DATING,4.5,212626,Free
DATING,3.7,1439,Free
DATING,3.9,1645,Free
DATING,3.5,13204,Free
DATING,3.9,853,Free
DATING,4.0,337,Free
DATING,4.6,13049,Free
DATING,4.0,51698,Free
DATING,4.1,923,Free
DATING,4.2,1546,Paid
DATING,3.3,149,Free
DATING,4.4,198,Free
DATING,4.3,135420,Free
DATING,4.2,22545,Free
DATING,3.9,8723,Free
DATING,4.3,23170,Free
DATING,3.4,13890,Free
DATING,4.2,57083,Free
DATING,4.1,537,Free
DATING,4.0,13440,Free
DATING,3.6,143,Free
DATING,4.2,1059,Free
DATING,3.5,894,Free
DATING,4.0,6191,Free
DATING,4.1,2212,Free
DATING,4.1,15081,Free
DATING,2.8,80,Free
DATING,4.4,218,Free
DATING,4.4,35205,Free
DATING,4.2,243950,Free
DATING,4.1,236,Free
DATING,4.2,5152,Free
DATING,3.9,1576,Free
DATING,4.1,6701,Free
DATING,4.2,40039,Free
DATING,3.9,742,Free
DATING,4.0,187,Free
DATING,4.2,2506,Free
DATING,4.5,182986,Free
DATING,3.9,8661,Free
DATING,3.6,8,Free
DATING,4.4,59,Free
DATING,3.5,35,Free
DATING,4.4,28,Free
DATING,4.8,125,Free
DATING,4.6,185,Free
DATING,4.7,6,Free
DATING,4.8,110,Free
DATING,2.7,3,Free
DATING,5.0,5,Free
DATING,4.8,84,Free
DATING,5.0,2,Free
DATING,4.8,20,Free
DATING,4.9,776,Free
DATING,3.0,2,Free
DATING,4.7,14,Free
DATING,1.0,1,Free
DATING,5.0,5,Free
DATING,4.7,18,Free
DATING,5.0,6,Free
DATING,5.0,5,Free
DATING,3.0,1,Free
DATING,4.1,11,Free
DATING,5.0,3,Free
DATING,3.7,101,Free
DATING,4.5,120,Free
DATING,4.2,24,Free
DATING,4.3,6,Free
DATING,4.1,4954,Free
DATING,1.9,954,Free
DATING,4.1,2560,Free
DATING,4.4,59,Free
DATING,3.9,10212,Free
DATING,3.9,105,Free
DATING,4.0,42197,Free
DATING,4.4,28,Free
DATING,4.7,6,Free
DATING,3.8,5168,Free
DATING,4.4,12633,Free
DATING,4.4,41605,Free
DATING,3.6,8,Free
DATING,4.4,218,Free
DATING,2.7,3,Free
DATING,4.3,2433,Free
DATING,4.6,185,Free
DATING,2.8,80,Free
DATING,3.5,35,Free
DATING,3.4,5,Free
DATING,4.8,125,Free
DATING,4.7,791,Free
DATING,4.8,110,Free
DATING,4.8,5323,Free
DATING,4.7,478,Free
DATING,4.1,825,Free
DATING,3.5,69,Free
DATING,4.7,158,Free
DATING,3.8,24,Free
DATING,2.9,53,Free
DATING,4.5,182986,Free
DATING,3.3,1157,Free
DATING,4.1,97699,Free
EDUCATION,4.7,6289924,Free
EDUCATION,4.6,181893,Free
EDUCATION,4.7,2544,Free
EDUCATION,4.6,85375,Free
EDUCATION,4.7,314299,Free
EDUCATION,4.5,9770,Free
EDUCATION,4.7,32346,Free
EDUCATION,4.8,4075,Free
EDUCATION,4.6,10611,Free
EDUCATION,4.6,9321,Free
EDUCATION,4.6,56065,Free
EDUCATION,4.2,14286,Free
EDUCATION,4.9,133136,Free
EDUCATION,3.8,2469,Free
EDUCATION,4.2,36212,Free
EDUCATION,4.4,390,Free
EDUCATION,4.4,1090,Free
EDUCATION,4.3,266948,Free
EDUCATION,4.5,342918,Free
EDUCATION,4.4,748,Free
EDUCATION,4.6,172640,Free
EDUCATION,3.9,61,Free
EDUCATION,4.4,1619,Free
EDUCATION,4.3,3168,Free
EDUCATION,4.4,29855,Free
EDUCATION,4.2,6736,Free
EDUCATION,4.4,7005,Free
EDUCATION,4.0,889,Free
EDUCATION,4.2,5741,Free
EDUCATION,3.8,27572,Free
EDUCATION,4.5,10852,Free
EDUCATION,4.7,9888,Free
EDUCATION,4.5,1929,Free
EDUCATION,4.3,1516,Free
EDUCATION,4.2,215301,Free
EDUCATION,4.3,423,Free
EDUCATION,4.7,254519,Free
EDUCATION,4.7,1107903,Free
EDUCATION,4.6,85375,Free
EDUCATION,4.6,181893,Free
EDUCATION,4.6,211856,Free
EDUCATION,4.5,99020,Free
EDUCATION,4.4,90481,Free
EDUCATION,4.6,32381,Free
EDUCATION,4.5,248912,Free
EDUCATION,4.5,248555,Free
EDUCATION,4.2,215301,Free
EDUCATION,4.4,272145,Free
EDUCATION,4.4,56897,Free
EDUCATION,4.2,8599,Free
EDUCATION,4.5,41185,Free
EDUCATION,4.1,29980,Free
EDUCATION,4.0,304,Free
EDUCATION,4.1,358,Free
EDUCATION,4.3,11904,Free
EDUCATION,4.3,22251,Free
EDUCATION,4.3,22384,Free
EDUCATION,4.5,99020,Free
EDUCATION,4.6,73404,Free
EDUCATION,4.1,12733,Free
EDUCATION,4.6,25183,Free
EDUCATION,4.7,52743,Free
EDUCATION,4.7,61749,Free
EDUCATION,4.3,55704,Free
EDUCATION,4.7,19277,Free
EDUCATION,4.6,13612,Free
EDUCATION,4.6,37862,Free
EDUCATION,4.6,18372,Free
EDUCATION,4.3,656,Free
EDUCATION,4.2,240,Free
EDUCATION,4.0,275,Free
EDUCATION,4.5,13791,Free
EDUCATION,4.2,3692,Free
EDUCATION,4.1,2363,Free
EDUCATION,4.4,1769,Free
EDUCATION,4.0,430,Free
EDUCATION,4.5,756,Free
EDUCATION,4.4,3963,Free
EDUCATION,4.0,316,Free
EDUCATION,4.2,642,Free
EDUCATION,4.3,1058,Free
EDUCATION,4.2,2277,Free
EDUCATION,4.6,85375,Free
EDUCATION,4.6,181893,Free
EDUCATION,4.7,6290507,Free
EDUCATION,4.6,211856,Free
EDUCATION,4.4,90481,Free
EDUCATION,4.5,99020,Free
EDUCATION,4.3,22384,Free
EDUCATION,4.6,32380,Free
EDUCATION,4.5,172505,Free
EDUCATION,4.2,69493,Free
EDUCATION,4.2,8599,Free
EDUCATION,4.7,1107884,Free
EDUCATION,4.5,41185,Free
EDUCATION,4.6,7973,Free
EDUCATION,4.3,266935,Free
EDUCATION,4.2,5695,Free
EDUCATION,4.7,142632,Free
EDUCATION,4.7,6290507,Free
EDUCATION,4.4,55256,Free
EDUCATION,4.5,172508,Free
EDUCATION,4.4,54798,Free
EDUCATION,4.0,4815,Free
EDUCATION,4.6,75112,Free
EDUCATION,4.4,33646,Free
EDUCATION,4.7,1107903,Free
EDUCATION,4.7,314300,Free
EDUCATION,4.3,206527,Free
EDUCATION,4.1,9348,Free
EDUCATION,4.2,3816,Free
EDUCATION,4.3,47847,Free
EDUCATION,4.3,16195,Free
EDUCATION,4.3,206,Free
EDUCATION,4.0,28392,Free
EDUCATION,4.2,3241,Free
EDUCATION,4.0,835,Free
EDUCATION,4.0,2525,Free
EDUCATION,3.8,828,Free
EDUCATION,4.6,211856,Free
EDUCATION,4.1,200058,Free
EDUCATION,3.9,1239,Free
EDUCATION,4.1,702,Free
EDUCATION,4.5,108613,Free
EDUCATION,4.2,69498,Free
EDUCATION,4.4,148550,Free
EDUCATION,4.7,6290507,Free
EDUCATION,4.0,3847,Free
EDUCATION,4.4,55256,Free
EDUCATION,4.4,84309,Free
EDUCATION,4.0,4815,Free
EDUCATION,4.5,172508,Free
EDUCATION,4.7,1107948,Free
EDUCATION,4.3,266948,Free
EDUCATION,4.5,14206,Free
EDUCATION,4.3,206532,Free
EDUCATION,4.1,9348,Free
EDUCATION,4.3,14700,Free
EDUCATION,4.5,42828,Free
